VAR,Variable,UNIT,Measure,COU,Country,YEA,Year,Value,Flag Codes,Flags,Continent
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ISL,Iceland,1994,1994,4.6,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ISL,Iceland,1995,1995,4.7,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ISL,Iceland,1996,1996,4.8,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ISL,Iceland,1997,1997,5.1,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ISL,Iceland,1998,1998,5.5,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ISL,Iceland,1999,1999,5.9,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ISL,Iceland,2000,2000,6.2,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ISL,Iceland,2001,2001,6.4,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ISL,Iceland,2002,2002,6.6,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ISL,Iceland,2003,2003,6.6,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ISL,Iceland,2004,2004,6.8,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ISL,Iceland,2005,2005,7.1,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ISL,Iceland,2006,2006,7.2,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ISL,Iceland,2007,2007,7.5,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ISL,Iceland,2008,2008,7.2,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ISL,Iceland,2009,2009,7.2,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ISL,Iceland,2010,2010,6.8,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ISL,Iceland,2011,2011,6.8,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ISL,Iceland,2012,2012,6.8,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ISL,Iceland,2013,2013,6.8,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ISL,Iceland,2014,2014,7,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ISL,Iceland,2015,2015,7.7,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ISL,Iceland,2016,2016,7.5,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ISL,Iceland,2017,2017,7.7,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),IRL,Ireland,1960,1960,4.9,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),IRL,Ireland,1961,1961,5,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),IRL,Ireland,1962,1962,5.5,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),IRL,Ireland,1963,1963,5.2,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),IRL,Ireland,1964,1964,5.6,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),IRL,Ireland,1965,1965,5.8,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),IRL,Ireland,1966,1966,5.9,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),IRL,Ireland,1967,1967,5.9,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),IRL,Ireland,1968,1968,6.1,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),IRL,Ireland,1969,1969,6.5,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),IRL,Ireland,1970,1970,7,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),IRL,Ireland,1971,1971,7.3,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),IRL,Ireland,1972,1972,7.7,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),IRL,Ireland,1973,1973,8.2,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),IRL,Ireland,1974,1974,9.3,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),IRL,Ireland,1975,1975,9.2,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),IRL,Ireland,1976,1976,9,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),IRL,Ireland,1977,1977,9.2,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),IRL,Ireland,1978,1978,9.8,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),IRL,Ireland,1979,1979,10,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),IRL,Ireland,1980,1980,9.6,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),IRL,Ireland,1981,1981,9.1,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),IRL,Ireland,1982,1982,8.8,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),IRL,Ireland,1983,1983,8,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),IRL,Ireland,1984,1984,9.6,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),IRL,Ireland,1985,1985,10,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),IRL,Ireland,1986,1986,9.6,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),IRL,Ireland,1987,1987,9.5,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),IRL,Ireland,1988,1988,9.9,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),IRL,Ireland,1989,1989,10.2,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),IRL,Ireland,1990,1990,11.2,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),IRL,Ireland,1991,1991,11.2,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),IRL,Ireland,1992,1992,11.4,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),IRL,Ireland,1993,1993,11.2,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),IRL,Ireland,1994,1994,11.2,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),IRL,Ireland,1995,1995,11.5,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),IRL,Ireland,1996,1996,12.2,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),IRL,Ireland,1997,1997,12.8,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),IRL,Ireland,1998,1998,13.2,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),IRL,Ireland,1999,1999,13.8,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),IRL,Ireland,2000,2000,14.2,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),IRL,Ireland,2001,2001,14.5,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),IRL,Ireland,2002,2002,14.3,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),IRL,Ireland,2003,2003,13.5,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),IRL,Ireland,2004,2004,13.6,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),IRL,Ireland,2005,2005,13.4,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),IRL,Ireland,2006,2006,13.4,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),IRL,Ireland,2007,2007,13.2,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),IRL,Ireland,2008,2008,12.2,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),IRL,Ireland,2009,2009,11,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),IRL,Ireland,2010,2010,11.6,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),IRL,Ireland,2011,2011,11.7,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),IRL,Ireland,2012,2012,11.5,E,Estimated value,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),IRL,Ireland,2013,2013,10.6,E,Estimated value,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),IRL,Ireland,2014,2014,10.8,E,Estimated value,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),IRL,Ireland,2015,2015,10.7,E,Estimated value,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),IRL,Ireland,2016,2016,11.2,E,Estimated value,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ITA,Italy,1961,1961,19.2,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ITA,Italy,1962,1962,19.4,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ITA,Italy,1963,1963,18.2,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ITA,Italy,1964,1964,17.8,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ITA,Italy,1965,1965,18.4,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ITA,Italy,1966,1966,18.7,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ITA,Italy,1967,1967,19,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ITA,Italy,1968,1968,19.7,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ITA,Italy,1969,1969,19.7,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ITA,Italy,1970,1970,19.7,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ITA,Italy,1971,1971,19.6,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ITA,Italy,1972,1972,19.5,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ITA,Italy,1973,1973,19.9,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ITA,Italy,1974,1974,19.7,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ITA,Italy,1975,1975,18.3,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ITA,Italy,1976,1976,17.6,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ITA,Italy,1977,1977,17,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ITA,Italy,1978,1978,16.5,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ITA,Italy,1979,1979,16.5,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ITA,Italy,1980,1980,16.7,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ITA,Italy,1981,1981,15.1,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ITA,Italy,1982,1982,14.5,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ITA,Italy,1983,1983,14.6,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ITA,Italy,1984,1984,14.1,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ITA,Italy,1985,1985,13.2,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ITA,Italy,1986,1986,12.4,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ITA,Italy,1987,1987,11.8,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ITA,Italy,1988,1988,11.4,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ITA,Italy,1989,1989,11,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ITA,Italy,1990,1990,11,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ITA,Italy,1991,1991,10.8,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ITA,Italy,1992,1992,10.6,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ITA,Italy,1993,1993,10.3,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ITA,Italy,1994,1994,10.1,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ITA,Italy,1995,1995,9.6,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ITA,Italy,1996,1996,9.1,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ITA,Italy,1997,1997,9.1,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ITA,Italy,1998,1998,9,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ITA,Italy,1999,1999,8.9,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ITA,Italy,2000,2000,9.8,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ITA,Italy,2001,2001,9.7,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ITA,Italy,2002,2002,9.3,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ITA,Italy,2003,2003,9.3,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ITA,Italy,2004,2004,9,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ITA,Italy,2005,2005,7.4,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ITA,Italy,2006,2006,7.3,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ITA,Italy,2007,2007,7.2,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ITA,Italy,2008,2008,6.8,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ITA,Italy,2009,2009,6.4,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ITA,Italy,2010,2010,7,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ITA,Italy,2011,2011,7,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ITA,Italy,2012,2012,7.5,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ITA,Italy,2013,2013,7.4,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ITA,Italy,2014,2014,7.6,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ITA,Italy,2015,2015,7.1,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ITA,Italy,2016,2016,7.1,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),JPN,Japan,1963,1963,5,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),JPN,Japan,1964,1964,5.2,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),JPN,Japan,1965,1965,5.3,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),JPN,Japan,1966,1966,5.3,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),JPN,Japan,1967,1967,5.4,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),JPN,Japan,1968,1968,5.5,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),JPN,Japan,1969,1969,5.8,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),JPN,Japan,1970,1970,6.1,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),JPN,Japan,1971,1971,6.1,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),JPN,Japan,1972,1972,6.2,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),JPN,Japan,1973,1973,6.5,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),JPN,Japan,1974,1974,6.6,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),JPN,Japan,1975,1975,6.7,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),JPN,Japan,1976,1976,6.7,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),JPN,Japan,1977,1977,7,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),JPN,Japan,1978,1978,7,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),JPN,Japan,1979,1979,7.2,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),JPN,Japan,1980,1980,7.1,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),JPN,Japan,1981,1981,7.2,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),JPN,Japan,1982,1982,7.3,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),JPN,Japan,1983,1983,7.5,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),JPN,Japan,1984,1984,7.4,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),JPN,Japan,1985,1985,7.3,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),JPN,Japan,1986,1986,7.5,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),JPN,Japan,1987,1987,7.9,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),JPN,Japan,1988,1988,8.3,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),JPN,Japan,1989,1989,8.6,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),JPN,Japan,1990,1990,9.2,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),JPN,Japan,1991,1991,8.9,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),JPN,Japan,1992,1992,8.9,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),JPN,Japan,1993,1993,9.2,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),JPN,Japan,1994,1994,9.1,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),JPN,Japan,1995,1995,8.9,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),JPN,Japan,1996,1996,9,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),JPN,Japan,1997,1997,8.8,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),JPN,Japan,1998,1998,8.7,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),JPN,Japan,1999,1999,8.8,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),JPN,Japan,2000,2000,8.6,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),JPN,Japan,2001,2001,8.6,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),JPN,Japan,2002,2002,8.4,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),JPN,Japan,2003,2003,8.4,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),JPN,Japan,2004,2004,8.2,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),JPN,Japan,2005,2005,8.5,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),JPN,Japan,2006,2006,7.9,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),JPN,Japan,2007,2007,7.7,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),JPN,Japan,2008,2008,7.5,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),JPN,Japan,2009,2009,7.4,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),JPN,Japan,2010,2010,7.3,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),JPN,Japan,2011,2011,7.3,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),JPN,Japan,2012,2012,7.2,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),JPN,Japan,2013,2013,7.4,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),JPN,Japan,2014,2014,7.1,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),JPN,Japan,2015,2015,7.2,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),JPN,Japan,2016,2016,7.2,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),KOR,Korea,1961,1961,6,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),KOR,Korea,1962,1962,7,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),KOR,Korea,1963,1963,5.9,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),KOR,Korea,1964,1964,5.2,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),KOR,Korea,1965,1965,6,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),KOR,Korea,1966,1966,7.6,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),KOR,Korea,1967,1967,8.9,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),KOR,Korea,1968,1968,8.4,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),KOR,Korea,1969,1969,9.4,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),KOR,Korea,1970,1970,11.3,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),KOR,Korea,1971,1971,14.4,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),KOR,Korea,1972,1972,15.2,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),KOR,Korea,1973,1973,16.8,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),KOR,Korea,1974,1974,16.6,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),KOR,Korea,1975,1975,15.2,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),KOR,Korea,1976,1976,16,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),KOR,Korea,1977,1977,16.7,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),KOR,Korea,1978,1978,14.3,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),KOR,Korea,1979,1979,14.4,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),KOR,Korea,1980,1980,14.8,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),KOR,Korea,1981,1981,14.2,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),KOR,Korea,1982,1982,13.7,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),KOR,Korea,1983,1983,10.7,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),KOR,Korea,1984,1984,10.7,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),KOR,Korea,1985,1985,10.2,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),KOR,Korea,1986,1986,10.3,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),KOR,Korea,1987,1987,10.2,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),KOR,Korea,1988,1988,9.5,B,Break,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),KOR,Korea,1989,1989,9.5,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),KOR,Korea,1990,1990,9.1,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),KOR,Korea,1991,1991,8.8,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),KOR,Korea,1992,1992,8.9,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),KOR,Korea,1993,1993,8.7,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),KOR,Korea,1994,1994,9.1,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),KOR,Korea,1995,1995,8.9,,,Asia/Oceania
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),KOR,Korea,1996,1996,9.1,,,Asia/Oceania
